Product_ID,Product_Name,Brand,Category,Car_Model,Year_Compatibility,Cost_Price_USD,Sales_Price_USD,Stock_Level,Country_of_Origin,Supplier_Code,Warranty_Months,Weight_kg,Discontinued,Date_Added,Performance_Tier,Last_Updated
SUS-2012-1236,GReddy Strut Bar Front (Toyota Supra JZA80),GReddy,Suspension & Handling,Toyota Supra JZA80,1993–2002,526.1,646.4,31,Japan,SUP-GRE-ZU9,24,19.93,FALSE,12/1/2020,Standard,7-Jun-24
EXH-1701-5707,Tomei Air Box (Honda Civic Type R (EK9)),Tomei,Exhaust & Intake,Honda Civic Type R (EK9),1997–2000,355.85,426.04,20,Japan,SUP-TOM-5QT,12,11.88,FALSE,1/12/2017,Standard,1/26/2024
 EXH-2211-4404 ,HKS Resonated Mid-Pipe (Mazda RX-7 FD3S),HKS,Exhaust & Intake,Mazda RX-7 FD3S,1992–2002,575.51,774.68,37,Japan,SUP-HKS-CZU,12,16.79,FALSE,11/16/2022,Budget,20240414
SUS-2203-1924,OS Giken Stabilizer Sway Bar (Honda Civic Type R (EK9)),OS Giken,Suspension & Handling,Honda Civic Type R (EK9),1997–2000,624.86,782.39,18,Japan,SUP-OSG-KYX,12,10.58,FALSE,3/4/2022,Premium,20240621
EXT-2003-7460,Project Mu Canard Set (Nissan Skyline R32 GT-R),Project Mu,Exterior & Aerodynamics,Nissan Skyline R32 GT-R,1989–1994,1075.49,1441.01,0,Japan,SUP-PRO-MD6,12,13.44,FALSE,3/21/2020,Premium,11-Jun-24
SUS-1810-1482,TEIN Stabilizer Sway Bar (Nissan Skyline R34 GT-R),TEIN,Suspension & Handling,Nissan Skyline R34 GT-R,1999–2002,354.13,452.92,34,Japan,SUP-TEI-T9P,12,19.23,FALSE,10/2/2018,Budget,26/02/2024
EXT-2201-7491,TANABE Rear Diffuser (Honda Civic Type R (FK8)),TANABE,Exterior & Aerodynamics,Honda Civic Type R (FK8),2017–2021,265.76,337.8,5,Japan,SUP-TAN-3C3,12,9.16,FALSE,1/2/2022,Standard,20241019
EXH-1901-1316,Fujitsubo Cold Air Intake (Honda Civic Type R (FK8)),Fujitsubo,Exhaust & Intake,Honda Civic Type R (FK8),2017–2021,259.28,395.48,6,Japan,SUP-FUJ-63R,12,16.1,FALSE,1/12/2019,Standard,3/3/2024
ENG-2106-2707,TEIN Boost Controller (Subaru Impreza WRX/STI (GD)),TEIN,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,2010.85,2616.12,21,Japan,SUP-TEI-H77,0,13.51,FALSE,6/14/2021,Premium,20240908
BRK-2206-5806,GReddy Brake Pad Set (Nissan Silvia S15),GReddy,Brakes & Rotors,Nissan Silvia S15,1999–2002,157.11,213.81,6,Japan,SUP-GRE-XXA,6,5.46,FALSE,6/2/2022,Standard,20240603
EXH-2203-1979,Fujitsubo Titanium Muffler (Nissan Skyline R34 GT-R),Fujitsubo,Exhaust & Intake,Nissan Skyline R34 GT-R,1999–2002,657.1,950.6,15,Japan,SUP-FUJ-SB7,24,3.25,FALSE,3/18/2022,Budget,2/24/2024
ENG-2201-8134,Kansai Service Pistons Forged Set (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Kansai Service,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,2297.31,3280.19,17,Japan,SUP-KAN-U6M,6,15.11,FALSE,1/6/2022,Standard,10-Jul-24
ENG-2310-7319,HKS Fuel Injector Kit (Honda Civic Type R (FK8)),HKS,Engine & Performance,Honda Civic Type R (FK8),2017–2021,3724.94,4868.21,6,Japan,SUP-HKS-DI0,24,19.05,FALSE,10/29/2023,Premium,7/26/2024
ENG-2511-9336,Endless Intercooler Kit (Nissan Silvia S15),Endless,Engine & Performance,Nissan Silvia S15,1999–2002,2408.98,3427.35,20,Japan,SUP-END-JVB,6,21.74,FALSE,11/23/2025,Premium,20240411
ENG-2405-3509,Cusco Oil Cooler Kit (Mazda RX-7 FD3S),Cusco,Engine & Performance,Mazda RX-7 FD3S,1992–2002,2207.92,3161.03,39,Japan,SUP-CUS-X4Z,0,2.42,FALSE,5/25/2024,Standard,23-Feb-24
SUS-2012-7392,Endless Camber Kit (Nissan Skyline R34 GT-R),Endless,Suspension & Handling,Nissan Skyline R34 GT-R,1999–2002,402.61,538.13,26,Japan,SUP-END-8U6,12,6.08,FALSE,12/31/2020,Standard,10/7/2024
TRN-1805-9321,Project Mu Driveshaft (Mazda RX-7 FD3S),Project Mu,Transmission & Drivetrain,Mazda RX-7 FD3S,1992–2002,1295.41,1889.02,93,Japan,SUP-PRO-9UE,24,7.84,FALSE,5/10/2018,Standard,7/19/2024
BRK-2507-3829,Mugen Brake Fluid High Temp (Mazda RX-7 FD3S),Mugen,Brakes & Rotors,Mazda RX-7 FD3S,1992–2002,1240.55,1764.59,8,Japan,SUP-MUG-NUL,0,10.19,FALSE,7/13/2025,Standard,16-Jul-24
EXH-2401-4667,RAYS Titanium Muffler (Honda Civic Type R (EK9)),RAYS,Exhaust & Intake,Honda Civic Type R (EK9),1997–2000,1835.07,2330.35,22,Japan,SUP-RAY-U6N,0,13.52,FALSE,1/14/2024,Standard,20240716
EXH-1803-6976,TANABE Downpipe (Mazda RX-7 FD3S),TANABE,Exhaust & Intake,Mazda RX-7 FD3S,1992–2002,313.04,414.11,56,Thailand,SUP-TAN-ER6,0,17.44,FALSE,3/27/2018,Premium,20241227
TRN-1811-9156,Spoon Axle Upgrade Kit (Mazda RX-7 FD3S),Spoon,Transmission & Drivetrain,Mazda RX-7 FD3S,1992–2002,1241.05,1692.62,12,Japan,SUP-SPO-1TE,12,3.45,FALSE,11/6/2018,Budget,3/19/2024
ENG-2409-8601,Koyo ECU Tuning Module (Mitsubishi Lancer Evolution VIII/IX),Koyo,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1068.41,1469.89,6,Japan,SUP-KOY-WGX,12,22.56,FALSE,9/11/2024,Standard,1/11/2024
BRK-2210-7421,OS Giken Monoblock Caliper Kit (Nissan Skyline R34 GT-R),OS Giken,Brakes & Rotors,Nissan Skyline R34 GT-R,1999–2002,1526.91,2059.97,19,Japan,SUP-OSG-VAX,24,9.74,FALSE,10/14/2022,Premium,10-Nov-24
ENG-2110-8972,NISMO Fuel Injector Kit (Toyota 86 / Subaru BRZ (ZN6/ZC6)),NISMO,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1274.08,1711.33,10,Japan,SUP-NIS-MF8,12,10.23,FALSE,10/17/2021,Budget,20241216
ENG-1708-7747,GReddy Turbocharger Kit (Toyota Supra JZA80),GReddy,Engine & Performance,Toyota Supra JZA80,1993–2002,3889.38,4948.4,34,Japan,SUP-GRE-EW6,12,14.04,FALSE,8/29/2017,Premium,20240223
TRN-2003-8588,TANABE Clutch Kit (Subaru Impreza WRX/STI (GD)),TANABE,Transmission & Drivetrain,Subaru Impreza WRX/STI (GD),2001–2007,1907.77,2729.54,63,Japan,SUP-TAN-H3R,12,20.71,FALSE,3/7/2020,Standard,7/2/2024
SUS-2404-3646,TEIN Lower Arm Bar (Nissan Skyline R32 GT-R),TEIN,Suspension & Handling,Nissan Skyline R32 GT-R,1989–1994,750.57,1008.49,36,Japan,SUP-TEI-IZA,6,3.71,TRUE,4/12/2024,Standard,12/3/2024
SUS-2002-7824,Endless Chassis Brace Kit (Nissan Skyline R33 GT-R),Endless,Suspension & Handling,Nissan Skyline R33 GT-R,1995–1998,243.78,351.89,20,Japan,SUP-END-E13,12,19.23,FALSE,2/3/2020,Standard,24/05/2024
ENG-1804-3315,Mugen Pistons Forged Set (Nissan Silvia S15),Mugen,Engine & Performance,Nissan Silvia S15,1999–2002,2475.63,3391.06,2,Japan,SUP-MUG-UAD,12,22.44,FALSE,4/11/2018,Budget,27/12/2024
BRK-1808-3806,Bride Rear Drum-to-Disc Conversion (Nissan Skyline R34 GT-R),Bride,Brakes & Rotors,Nissan Skyline R34 GT-R,1999–2002,624.81,927.15,12,Japan,SUP-BRI-407,24,13.93,FALSE,8/25/2018,Budget,20240711
SUS-2101-8237,Bride Subframe Reinforcement (Mitsubishi Lancer Evolution VIII/IX),Bride,Suspension & Handling,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1367.36,1754.44,11,Japan,SUP-BRI-CZS,12,10.11,TRUE,1/6/2021,Standard,26/07/2024
SUS-2501-5771,Bride Lower Arm Bar (Honda Civic Type R (EK9)),Bride,Suspension & Handling,Honda Civic Type R (EK9),1997–2000,598.59,882.68,78,Japan,SUP-BRI-GH5,12,6.19,FALSE,1/1/2025,Standard,6/15/2024
SUS-2008-5382,Endless Strut Bar Front (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Endless,Suspension & Handling,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1031.6,1400.19,2,Japan,SUP-END-7IB,12,15.21,FALSE,8/19/2020,Standard,11-Mar-24
BRK-2101-6918,Koyo Brake Pad Set (Toyota Supra JZA80),Koyo,Brakes & Rotors,Toyota Supra JZA80,1993–2002,1574.26,2346.16,28,Japan,SUP-KOY-S4H,12,4.74,FALSE,1/5/2021,Premium,3/16/2024
BRK-2410-2166,Koyo Brake Cooling Ducts (Mazda RX-7 FD3S),Koyo,Brakes & Rotors,Mazda RX-7 FD3S,1992–2002,225.33,322.32,4,Japan,SUP-KOY-VIE,12,3.96,FALSE,10/22/2024,Premium,5-Oct-24
SUS-2204-9240,Cusco Camber Kit (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Cusco,Suspension & Handling,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1350.1,1960.33,18,Japan,SUP-CUS-Z21,12,6.52,FALSE,4/5/2022,Standard,3/18/2024
SUS-1806-1539,Exedy Coilover Kit (Subaru Impreza WRX/STI (GD)),Exedy,Suspension & Handling,Subaru Impreza WRX/STI (GD),2001–2007,272.81,359.52,18,Japan,SUP-EXE-EUF,12,18.38,FALSE,6/20/2018,Standard,1-Apr-24
EXH-2504-9933,GReddy Exhaust Manifold (Toyota 86 / Subaru BRZ (ZN6/ZC6)),GReddy,Exhaust & Intake,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1347.06,1914.35,170,Japan,SUP-GRE-4N2,12,8.44,FALSE,4/25/2025,Budget,3/7/2024
ENG-2510-2210,Project Mu Head Gasket Kit (Nissan Silvia S15),Project Mu,Engine & Performance,Nissan Silvia S15,1999–2002,3826.41,5035.7,65,Japan,SUP-PRO-C4H,12,12.82,FALSE,10/30/2025,Premium,23/12/2024
ENG-1912-5120,OS Giken Fuel Injector Kit (Mazda RX-7 FD3S),OS Giken,Engine & Performance,Mazda RX-7 FD3S,1992–2002,1932.36,2911.48,61,Japan,SUP-OSG-NQJ,0,21.19,FALSE,12/5/2019,Budget,27-Feb-24
BRK-2503-7738,Koyo Brake Cooling Ducts (Nissan Skyline R32 GT-R),Koyo,Brakes & Rotors,Nissan Skyline R32 GT-R,1989–1994,200.21,355.37,3,Japan,SUP-KOY-0AP,0,9.94,FALSE,3/20/2025,Standard,12/20/2024
SUS-2311-7965,Project Mu Toe Control Arms (Nissan Skyline R32 GT-R),Project Mu,Suspension & Handling,Nissan Skyline R32 GT-R,1989–1994,1525.12,1829.15,45,Japan,SUP-PRO-M3I,12,8.62,FALSE,11/4/2023,Standard,3/6/2024
BRK-2411-7083,OS Giken Rear Drum-to-Disc Conversion (Nissan Skyline R32 GT-R),OS Giken,Brakes & Rotors,Nissan Skyline R32 GT-R,1989–1994,1039.62,1306.4,12,Japan,SUP-OSG-U6V,12,6.82,FALSE,11/18/2024,Premium,21/05/2024
ENG-2306-9894,TANABE Oil Cooler Kit (Nissan Skyline R33 GT-R),TANABE,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,2701.35,4147.78,1,Japan,SUP-TAN-3U4,0,17.7,FALSE,6/17/2023,Standard,4-Jun-24
ENG-1711-4432,NISMO Turbocharger Kit (Nissan Skyline R34 GT-R),NISMO,Engine & Performance,Nissan Skyline R34 GT-R,1999–2002,3573.72,4788.72,75,Japan,SUP-NIS-HNJ,0,17.54,FALSE,11/13/2017,Premium,25/03/2024
SUS-1905-2675,Bride Coilover Kit (Honda Civic Type R (FK8)),Bride,Suspension & Handling,Honda Civic Type R (FK8),2017–2021,1209.34,1562.84,15,Japan,SUP-BRI-EGI,24,9.64,FALSE,5/29/2019,Budget,10-Feb-24
SUS-2007-5482,BLITZ Camber Kit (Mazda RX-7 FD3S),BLITZ,Suspension & Handling,Mazda RX-7 FD3S,1992–2002,970.4,1284.46,12,Japan,SUP-BLI-Q4V,24,14.74,FALSE,7/15/2020,Premium,21/10/2024
SUS-2404-9374,Cusco Toe Control Arms (Honda Civic Type R (FK8)),Cusco,Suspension & Handling,Honda Civic Type R (FK8),2017–2021,959.39,1211.77,28,Japan,SUP-CUS-911,0,5.69,FALSE,4/17/2024,Budget,6-Mar-24
BRK-1712-1152,TANABE Brake Master Cylinder (Honda Civic Type R (FK8)),TANABE,Brakes & Rotors,Honda Civic Type R (FK8),2017–2021,290.18,454.75,9,Japan,SUP-TAN-BPG,0,8.31,FALSE,12/26/2017,Standard,6-Feb-24
TRN-1804-5597,TANABE Gear Set (Subaru Impreza WRX/STI (GD)),TANABE,Transmission & Drivetrain,Subaru Impreza WRX/STI (GD),2001–2007,1529.2,2154.37,5,Japan,SUP-TAN-BLB,12,2.49,FALSE,4/19/2018,Standard,7/23/2024
BRK-1904-3151,Cusco Rear Drum-to-Disc Conversion (Mitsubishi Lancer Evolution VIII/IX),Cusco,Brakes & Rotors,Mitsubishi Lancer Evolution VIII/IX,2003–2007,743.36,981.5,6,Japan,SUP-CUS-V48,6,11.31,FALSE,4/13/2019,Standard,4/25/2024
ENG-2404-6244,Fujitsubo Intercooler Kit (Nissan Skyline R32 GT-R),Fujitsubo,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,1176.75,1563.11,9,Japan,SUP-FUJ-627,12,16.8,FALSE,4/1/2024,Budget,3/7/2024
TRN-2212-4854,Project Mu Transmission Mounts (Nissan Silvia S15),Project Mu,Transmission & Drivetrain,Nissan Silvia S15,1999–2002,607.94,808.34,159,Japan,SUP-PRO-NHO,24,5.95,FALSE,12/8/2022,Premium,5/8/2024
EXT-2007-8662,Mugen Rear Wing (Nissan Skyline R33 GT-R),Mugen,Exterior & Aerodynamics,Nissan Skyline R33 GT-R,1995–1998,1152.18,1405.27,142,Japan,SUP-MUG-WQV,0,1.13,FALSE,7/13/2020,Budget,5/24/2024
ENG-1810-5872,Bride Turbocharger Kit (Nissan Skyline R32 GT-R),Bride,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,3155.12,4062.35,15,Japan,SUP-BRI-2JT,12,22.39,FALSE,10/18/2018,Premium,1/18/2024
EXH-2206-6391,Bride Front Pipe (Nissan Skyline R32 GT-R),Bride,Exhaust & Intake,Nissan Skyline R32 GT-R,1989–1994,1586.89,2077.05,42,Japan,SUP-BRI-NK4,12,13.28,TRUE,6/7/2022,Premium,4/12/2024
EXT-1902-6423,Kansai Service Tow Hook (Nissan Silvia S15),Kansai Service,Exterior & Aerodynamics,Nissan Silvia S15,1999–2002,699.28,1029.31,70,Japan,SUP-KAN-LWV,24,9.16,FALSE,2/15/2019,Budget,15-Jan-24
SUS-2505-9324,Koyo Camber Kit (Honda Civic Type R (FK8)),Koyo,Suspension & Handling,Honda Civic Type R (FK8),2017–2021,590.56,838.72,7,Japan,SUP-KOY-5NM,12,12.99,FALSE,5/29/2025,Premium,6/21/2024
TRN-1702-4235,Project Mu Lightweight Flywheel (Mazda RX-7 FD3S),Project Mu,Transmission & Drivetrain,Mazda RX-7 FD3S,1992–2002,976.78,1303.01,3,Japan,SUP-PRO-WS4,6,5.91,FALSE,2/3/2017,Budget,1-Jan-24
EXH-1803-8296,RAYS Resonated Mid-Pipe (Honda Civic Type R (EK9)),RAYS,Exhaust & Intake,Honda Civic Type R (EK9),1997–2000,1547.89,1949.04,10,Japan,SUP-RAY-C0W,12,13.61,FALSE,3/6/2018,Standard,20240118
EXH-1810-4952,Exedy Resonated Mid-Pipe (Nissan Silvia S15),Exedy,Exhaust & Intake,Nissan Silvia S15,1999–2002,1780.87,2416.46,49,Japan,SUP-EXE-B3J,12,16.6,FALSE,10/13/2018,Standard,6/11/2024
BRK-1904-9474,OS Giken Brake Cooling Ducts (Nissan Skyline R34 GT-R),OS Giken,Brakes & Rotors,Nissan Skyline R34 GT-R,1999–2002,849.9,1250.41,13,Japan,SUP-OSG-V4I,12,12.74,FALSE,4/29/2019,Premium,13-Nov-24
ENG-2404-9160,Exedy ECU Tuning Module (Mazda RX-7 FD3S),Exedy,Engine & Performance,Mazda RX-7 FD3S,1992–2002,2656.04,4137.86,8,Japan,SUP-EXE-GSG,12,4.01,FALSE,4/9/2024,Premium,5/24/2024
ENG-2203-8804,Kansai Service Pistons Forged Set (Toyota Supra JZA80),Kansai Service,Engine & Performance,Toyota Supra JZA80,1993–2002,2397.18,3355.83,4,Japan,SUP-KAN-VJX,12,20.92,FALSE,3/9/2022,Budget,2/18/2024
ENG-2101-5432,NISMO Head Gasket Kit (Nissan Skyline R34 GT-R),NISMO,Engine & Performance,Nissan Skyline R34 GT-R,1999–2002,683.7,876.42,26,Japan,SUP-NIS-J90,12,13.02,FALSE,1/16/2021,Standard,6/3/2024
EXH-2304-5450,GReddy Cat-Back Exhaust (Mitsubishi Lancer Evolution VIII/IX),GReddy,Exhaust & Intake,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1205.31,1665.04,13,Japan,SUP-GRE-LVX,0,2.65,TRUE,4/19/2023,Premium,15-Mar-24
ENG-1712-4356,Cusco Oil Pump High-Flow (Nissan Skyline R33 GT-R),Cusco,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,1964.12,2807.1,3,Japan,SUP-CUS-Q84,12,21.76,FALSE,12/21/2017,Premium,20240627
ENG-1909-9035,Kansai Service Oil Cooler Kit (Honda Civic Type R (EK9)),Kansai Service,Engine & Performance,Honda Civic Type R (EK9),1997–2000,2643.57,3383.33,8,Thailand,SUP-KAN-YBU,6,8.47,TRUE,9/26/2019,Premium,20240919
TRN-1709-3076,Exedy Lightweight Flywheel (Subaru Impreza WRX/STI (GD)),Exedy,Transmission & Drivetrain,Subaru Impreza WRX/STI (GD),2001–2007,1510.2,2126.3,12,Japan,SUP-EXE-LTC,24,17.64,FALSE,9/6/2017,Standard,8/10/2024
EXH-2309-4710,Bride Intake Air Filter Kit (Mazda RX-7 FD3S),Bride,Exhaust & Intake,Mazda RX-7 FD3S,1992–2002,187.13,276.86,1,Japan,SUP-BRI-S8G,6,4.26,FALSE,9/14/2023,Budget,20240307
EXT-2503-8144,Project Mu Rear Wing (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Project Mu,,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,325.81,436.88,33,Japan,SUP-PRO-IL6,6,11.18,FALSE,3/24/2025,Premium,20240701
EXT-2409-5404,Endless Front Bumper Duct (Mazda RX-7 FD3S),Endless,Exterior & Aerodynamics,Mazda RX-7 FD3S,1992–2002,1531.15,1991.49,1,Japan,SUP-END-506,12,13.72,FALSE,9/4/2024,Standard,27-Dec-24
BRK-1802-2601,Project Mu Brake Cooling Ducts (Toyota Supra JZA80),Project Mu,Brakes & Rotors,Toyota Supra JZA80,1993–2002,484.78,666.97,12,Japan,SUP-PRO-LZ5,12,3.91,FALSE,2/12/2018,Standard,22/03/2024
EXT-1709-9678,Exedy Mirror Cover Set (Nissan Skyline R34 GT-R),Exedy,Exterior & Aerodynamics,Nissan Skyline R34 GT-R,1999–2002,111.75,172.54,40,Japan,SUP-EXE-BJS,12,3.04,FALSE,9/7/2017,Standard,9/4/2024
EXT-1910-5814,NISMO Tow Hook (Nissan Skyline R32 GT-R),NISMO,Exterior & Aerodynamics,Nissan Skyline R32 GT-R,1989–1994,563.31,761.18,4,Japan,SUP-NIS-N17,0,9.68,FALSE,10/8/2019,Budget,10/19/2024
ENG-2306-5598,Fujitsubo Boost Controller (Nissan Skyline R33 GT-R),Fujitsubo,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,1330.19,2000.85,22,Japan,SUP-FUJ-BK4,0,13.31,FALSE,6/1/2023,Standard,20240716
EXH-2506-8697,GReddy Exhaust Manifold (Subaru Impreza WRX/STI (GD)),GReddy,Exhaust & Intake,Subaru Impreza WRX/STI (GD),2001–2007,1256.65,1587.28,55,Japan,SUP-GRE-MV7,6,6.04,FALSE,6/25/2025,Standard,23/06/2024
SUS-1911-4184,Fujitsubo Chassis Brace Kit (Honda Civic Type R (EK9)),Fujitsubo,Suspension & Handling,Honda Civic Type R (EK9),1997–2000,426.95,657.96,5,Japan,SUP-FUJ-IF6,12,15.56,FALSE,11/4/2019,Standard,3/11/2024
SUS-2107-6011,Bride Subframe Reinforcement (Toyota Supra JZA80),Bride,Suspension & Handling,Toyota Supra JZA80,1993–2002,1042.42,1694.02,76,Japan,SUP-BRI-NAE,24,7.73,FALSE,7/17/2021,Standard,8/4/2024
ENG-2002-8762,Spoon Camshaft Set (Mitsubishi Lancer Evolution VIII/IX),Spoon,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,391.88,503.18,24,Taiwan,SUP-SPO-QTM,24,24.26,FALSE,2/26/2020,Budget,18/09/2024
ENG-1806-9481,RAYS Oil Pump High-Flow (Honda Civic Type R (EK9)),RAYS,Engine & Performance,Honda Civic Type R (EK9),1997–2000,791.86,1087.51,8,Japan,SUP-RAY-JDB,12,21.34,FALSE,6/30/2018,Standard,16-Aug-24
ENG-2002-3798,Cusco Oil Cooler Kit (Subaru Impreza WRX/STI (GD)),Cusco,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,2377.33,3418.54,17,Japan,SUP-CUS-Z5Q,12,12.04,FALSE,2/14/2020,Standard,7-Nov-24
EXH-1911-9467,Fujitsubo Cold Air Intake (Mazda RX-7 FD3S),Fujitsubo,Exhaust & Intake,Mazda RX-7 FD3S,1992–2002,1102.4,1633.02,109,Japan,SUP-FUJ-0YK,12,8.76,FALSE,11/26/2019,Premium,9-Apr-24
SUS-1906-5371,TEIN Camber Kit (Toyota 86 / Subaru BRZ (ZN6/ZC6)),TEIN,Suspension & Handling,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1099.64,1627.09,24,Japan,SUP-TEI-L1I,6,17.65,TRUE,6/7/2019,Premium,20241113
SUS-2503-8206,NISMO Subframe Reinforcement (Subaru Impreza WRX/STI (GD)),NISMO,Suspension & Handling,Subaru Impreza WRX/STI (GD),2001–2007,581.38,762.49,3,Japan,SUP-NIS-CX7,24,5.07,TRUE,3/20/2025,Premium,20240620
SUS-2112-3353,RAYS Subframe Reinforcement (Honda Civic Type R (FK8)),RAYS,Suspension & Handling,Honda Civic Type R (FK8),2017–2021,689.01,879.92,7,Japan,SUP-RAY-GPH,0,14.74,FALSE,12/17/2021,Standard,27/04/2024
ENG-1912-1589,Exedy Oil Pump High-Flow (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Exedy,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,387.83,553.88,11,Japan,SUP-EXE-UUN,12,11.96,FALSE,12/15/2019,Premium,25-Mar-24
TRN-1804-5887,GReddy Limited Slip Differential (Nissan Skyline R33 GT-R),GReddy,Transmission & Drivetrain,Nissan Skyline R33 GT-R,1995–1998,1693.49,2523.34,3,Japan,SUP-GRE-W24,12,10.82,FALSE,4/30/2018,Premium,4/10/2024
ENG-2310-:514,TEIN Pistons Forged Set (Nissan Skyline R34 GT-R),TEIN,Engine & Performance,Nissan Skyline R34 GT-R,1999–2002,3133.09,3950.28,12,Japan,SUP-TEI-3ON,0,20.48,FALSE,10/26/2023,Premium,27-Oct-24
ENG-2001-4417,Kansai Service Pistons Forged Set (Nissan Skyline R33 GT-R),Kansai Service,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,1597.12,1994.53,13,Japan,SUP-KAN-66I,12,21.11,FALSE,1/15/2020,Budget,10/22/2024
ENG-2103-1253,Kansai Service Camshaft Set (Nissan Silvia S15),Kansai Service,Engine & Performance,Nissan Silvia S15,1999–2002,3641.29,4804.53,74,Japan,SUP-KAN-VF6,12,18.16,FALSE,3/18/2021,Premium,20240705
ENG-1810-3826,Project Mu Oil Cooler Kit (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Project Mu,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1119.41,1513.36,31,Japan,SUP-PRO-GWJ,12,9.27,FALSE,10/22/2018,Standard,20240124
SUS-2212-7386,Cusco Control Arm Set (Nissan Skyline R33 GT-R),Cusco,Suspension & Handling,Nissan Skyline R33 GT-R,1995–1998,335.79,465.18,148,Japan,SUP-CUS-RB9,6,19.62,FALSE,12/7/2022,Premium,20240909
TRN-2011-2596,Tomei Short Shifter (Honda Civic Type R (FK8)),Tomei,Transmission & Drivetrain,Honda Civic Type R (FK8),2017–2021,877.38,1141.16,12,Japan,SUP-TOM-KKQ,12,5.2,TRUE,11/20/2020,Premium,27-Apr-24
TRN-2411-6324,OS Giken Transmission Mounts (Honda Civic Type R (EK9)),OS Giken,Transmission & Drivetrain,Honda Civic Type R (EK9),1997–2000,264.85,379.78,12,Japan,SUP-OSG-WC9,24,13.71,FALSE,11/20/2024,Premium,24-Oct-24
EXH-1801-2147,NISMO Exhaust Manifold (Honda Civic Type R (FK8)),NISMO,Exhaust & Intake,Honda Civic Type R (FK8),2017–2021,1825.18,2215.27,5,Japan,SUP-NIS-SG6,12,2.43,TRUE,1/19/2018,Standard,12-Nov-24
ENG-2502-3246,Bride Oil Pump High-Flow (Nissan Skyline R32 GT-R),Bride,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,304.01,382.06,12,Japan,SUP-BRI-UNW,12,14.23,FALSE,2/27/2025,Budget,22/04/2024
EXT-1905-4378,Cusco Hood Vent (Honda Civic Type R (EK9)),Cusco,Exterior & Aerodynamics,Honda Civic Type R (EK9),1997–2000,1356.97,1698.23,70,Japan,SUP-CUS-TK7,12,11.47,FALSE,5/16/2019,Premium,11/16/2024
SUS-2001-6466,Mugen Camber Kit (Honda Civic Type R (EK9)),Mugen,Suspension & Handling,Honda Civic Type R (EK9),1997–2000,707.51,887.14,13,Japan,SUP-MUG-YEO,12,14.78,FALSE,1/22/2020,Standard,10/4/2024
SUS-2411-1607,GReddy Camber Kit (Honda Civic Type R (FK8)),GReddy,Suspension & Handling,Honda Civic Type R (FK8),2017–2021,1583.31,2083.75,17,Japan,SUP-GRE-GTD,6,11.1,FALSE,11/4/2024,Premium,10/19/2024
ENG-1707-4700,GReddy Intercooler Kit (Mitsubishi Lancer Evolution VIII/IX),GReddy,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1726.08,2615.87,59,Japan,SUP-GRE-EZ6,12,11.56,FALSE,7/6/2017,Standard,20240505
TRN-2302-3072,Bride Driveshaft (Honda Civic Type R (FK8)),Bride,Transmission & Drivetrain,Honda Civic Type R (FK8),2017–2021,812.79,981.78,60,Japan,SUP-BRI-IJW,12,5.68,FALSE,2/18/2023,Standard,20240102
TRN-2311-4942,RAYS Axle Upgrade Kit (Honda Civic Type R (FK8)),RAYS,Transmission & Drivetrain,Honda Civic Type R (FK8),2017–2021,418.69,571.66,34,Japan,SUP-RAY-UZV,6,15.01,FALSE,11/14/2023,Premium,20240611
BRK-2412-1196,Apexi Brake Pad Set (Nissan Skyline R33 GT-R),Apexi,Brakes & Rotors,Nissan Skyline R33 GT-R,1995–1998,809.48,1042.44,14,Japan,SUP-APE-3IR,12,3.84,FALSE,12/30/2024,Premium,18-Aug-24
