Effective_Month,Customer_Category,Min_Discount,Max_Discount,Standard_Discount,Promo_Discount,Seasonal_Event,Date_Approved,Remarks,Discount_Percent
2023-08,Retail Enthusiast,0,0.06,0.032,,,7/26/2023,Aligned with supplier rebate,10.00%
2023-08,Retail Enthusiast,0.055,0.144,0.098,,,7/30/2023,,0.1
2023-08,Retail Enthusiast,0.132,0.264,0.2,,,7/26/2023,FX hedged; stable pricing,10
2023-08,Retail Enthusiast,0.165,0.336,0.229,0.385,Summer Tuning Sale,7/29/2023,FX hedged; stable pricing,0.1
2023-08,Workshop / Garage,0,0.055,0.027,,,7/28/2023,Quarterly adjustment,0
2023-08,Workshop / Garage,0.05,0.132,0.094,,,7/29/2023,,0.1
2023-08,Workshop / Garage,0.12,0.242,0.191,,,7/26/2023,FX hedged; stable pricing,10.00%
2023-08,Workshop / Garage,0.15,0.308,0.241,0.365,Summer Tuning Sale,7/23/2023,Inventory clearance,0.1
2023-08,Dealer / Reseller,0,0.05,0.027,,,7/27/2023,,10
2023-08,Dealer / Reseller,0.045,0.12,0.074,,,7/25/2023,,0.1
2023-08,Dealer / Reseller,0.108,0.22,0.156,,,7/26/2023,Aligned with supplier rebate,0.1
2023-08,Dealer / Reseller,0.135,0.28,0.2,0.318,Summer Tuning Sale,7/23/2023,FX hedged; stable pricing,0.1
2023-08,Motorsport Team,0,0.048,0.025,,,7/28/2023,Quarterly adjustment,0.1
2023-08,Motorsport Team,0.043,0.114,0.075,,,7/23/2023,Quarterly adjustment,0.1
2023-08,Motorsport Team,0.102,0.209,0.153,,,7/23/2023,,10.00%
2023-08,Motorsport Team,0.128,0.266,0.211,0.298,Summer Tuning Sale,7/27/2023,FX hedged; stable pricing,0.1
2023-08,Distributor / Importer,0,0.045,0.022,,,7/24/2023,Quarterly adjustment,0.1
2023-08,Distributor / Importer,0.04,0.108,0.075,,,7/27/2023,Aligned with supplier rebate,0.1
2023-08,Distributor / Importer,0.096,0.198,0.151,,,7/28/2023,Quarterly adjustment,"0,1"
2023-08,Distributor / Importer,0.12,0.252,0.182,0.272,Summer Tuning Sale,7/29/2023,,0.1
2023-09,Retail Enthusiast,0,0.06,0.029,,,8/25/2023,Quarterly adjustment,0.1
2023-09,Retail Enthusiast,0.055,0.144,0.093,,,8/25/2023,,0.1
2023-09,Retail Enthusiast,0.132,0.264,0.216,,,8/30/2023,Quarterly adjustment,10
2023-09,Retail Enthusiast,0.165,0.336,0.275,,,8/28/2023,Quarterly adjustment,0.1
2023-09,Workshop / Garage,0,0.055,0.027,,,8/25/2023,Aligned with supplier rebate,0.1
2023-09,Workshop / Garage,0.05,0.132,0.093,,,8/23/2023,FX hedged; stable pricing,fifteen
2023-09,Workshop / Garage,0.12,0.242,0.169,,,8/25/2023,FX hedged; stable pricing,0.1
2023-09,Workshop / Garage,0.15,0.308,0.241,,,8/29/2023,Quarterly adjustment,0.1
2023-09,Dealer / Reseller,0,0.05,0.027,,,8/29/2023,Aligned with supplier rebate,fifteen
2023-09,Dealer / Reseller,0.045,0.12,0.089,,,8/26/2023,FX hedged; stable pricing,0.1
2023-09,Dealer / Reseller,0.108,0.22,0.171,,,8/27/2023,Aligned with supplier rebate,0.1
2023-09,Dealer / Reseller,0.135,0.28,0.201,,,8/29/2023,Inventory clearance,10.00%
2023-09,Motorsport Team,0,0.048,0.023,,,8/31/2023,FX hedged; stable pricing,0.1
2023-09,Motorsport Team,0.043,0.114,0.084,,,8/27/2023,FX hedged; stable pricing,10.00%
2023-09,Motorsport Team,0.102,0.209,0.146,,,8/26/2023,Quarterly adjustment,0.1
2023-09,Motorsport Team,0.128,0.266,0.198,,,8/24/2023,Aligned with supplier rebate,0.1
2023-09,Distributor / Importer,0,0.045,0.025,,,8/27/2023,Quarterly adjustment,0.1
2023-09,Distributor / Importer,0.04,0.108,0.072,,,8/28/2023,FX hedged; stable pricing,0.1
2023-09,Distributor / Importer,0.096,0.198,0.137,,,8/25/2023,FX hedged; stable pricing,0.1
2023-09,Distributor / Importer,0.12,0.252,0.183,,,8/28/2023,Aligned with supplier rebate,0.1
2023-10,Retail Enthusiast,0,0.06,0.028,,,9/22/2023,Aligned with supplier rebate,—
2023-10,Retail Enthusiast,0.055,0.144,0.105,,,9/25/2023,,0.1
2023-10,Retail Enthusiast,0.132,0.264,0.196,,,9/25/2023,,0.1
2023-10,Retail Enthusiast,0.165,0.336,0.239,,,9/28/2023,Quarterly adjustment,0.1
2023-10,Workshop / Garage,0,0.055,0.027,,,9/30/2023,Inventory clearance,0.1
2023-10,Workshop / Garage,0.05,0.132,0.091,,,9/23/2023,FX hedged; stable pricing,0.1
2023-10,Workshop / Garage,0.12,0.242,0.179,,,9/29/2023,Inventory clearance,0.1
2023-10,Workshop / Garage,0.15,0.308,0.25,,,9/22/2023,,0.1
2023-10,Dealer / Reseller,0,0.05,0.024,,,9/30/2023,Inventory clearance,0.1
2023-10,Dealer / Reseller,0.045,0.12,0.082,,,9/30/2023,Aligned with supplier rebate,0.1
2023-10,Dealer / Reseller,0.108,0.22,0.152,,,9/29/2023,Quarterly adjustment,0.1
2023-10,Dealer / Reseller,0.135,0.28,0.214,,,9/23/2023,Inventory clearance,0.1
2023-10,Motorsport Team,0,0.048,0.024,,,9/22/2023,Aligned with supplier rebate,fifteen
2023-10,Motorsport Team,0.043,0.114,0.081,,,9/23/2023,Inventory clearance,0.1
2023-10,Motorsport Team,0.102,0.209,0.157,,,9/27/2023,FX hedged; stable pricing,0.1
2023-10,Motorsport Team,0.128,0.266,0.187,,,9/28/2023,FX hedged; stable pricing,0
2023-10,Distributor / Importer,0,0.045,0.02,,,9/24/2023,,10
2023-10,Distributor / Importer,0.04,0.108,0.081,,,9/25/2023,FX hedged; stable pricing,0.1
2023-10,Distributor / Importer,0.096,0.198,0.152,,,9/29/2023,,0.1
2023-10,Distributor / Importer,0.12,0.252,0.189,,,9/25/2023,Inventory clearance,10
2023-11,Retail Enthusiast,0,0.06,0.03,,,10/29/2023,Inventory clearance,10.00%
2023-11,Retail Enthusiast,0.055,0.144,0.108,,,10/29/2023,Quarterly adjustment,"0,1"
2023-11,Retail Enthusiast,0.132,0.264,0.202,,,10/26/2023,Aligned with supplier rebate,0.1
2023-11,Retail Enthusiast,0.165,0.336,0.275,0.37,Black Friday Sale,10/31/2023,,0.1
2023-11,Workshop / Garage,0,0.055,0.027,,,10/31/2023,Quarterly adjustment,10
2023-11,Workshop / Garage,0.05,0.132,0.089,,,10/24/2023,Inventory clearance,0.1
2023-11,Workshop / Garage,0.12,0.242,0.176,,,10/29/2023,Inventory clearance,0.1
2023-11,Workshop / Garage,0.15,0.308,0.209,0.329,Black Friday Sale,10/25/2023,FX hedged; stable pricing,0.1
2023-11,Dealer / Reseller,0,0.05,0.025,,,10/28/2023,Aligned with supplier rebate,0.1
2023-11,Dealer / Reseller,0.045,0.12,0.085,,,10/25/2023,FX hedged; stable pricing,0.1
2023-11,Dealer / Reseller,0.108,0.22,0.152,,,10/30/2023,Aligned with supplier rebate,0.1
2023-11,Dealer / Reseller,0.135,0.28,0.187,0.296,Black Friday Sale,10/28/2023,Inventory clearance,10
2023-11,Motorsport Team,0,0.048,0.023,,,10/30/2023,Inventory clearance,0.1
2023-11,Motorsport Team,0.043,0.114,0.073,,,10/31/2023,Inventory clearance,0.1
2023-11,Motorsport Team,0.102,0.209,0.153,,,10/30/2023,Quarterly adjustment,0.1
2023-11,Motorsport Team,0.128,0.266,0.191,0.317,Black Friday Sale,10/24/2023,Aligned with supplier rebate,120
2023-11,Distributor / Importer,0,0.045,0.022,,,10/24/2023,Aligned with supplier rebate,0.1
2023-11,Distributor / Importer,0.04,0.108,0.074,,,10/27/2023,Inventory clearance,0.1
2023-11,Distributor / Importer,0.096,0.198,0.139,,,10/28/2023,,0.1
2023-11,Distributor / Importer,0.12,0.252,0.185,0.297,Black Friday Sale,10/29/2023,Quarterly adjustment,10
2023-12,Retail Enthusiast,0,0.06,0.029,,,11/29/2023,,fifteen
2023-12,Retail Enthusiast,0.055,0.144,0.106,,,11/26/2023,FX hedged; stable pricing,0.1
2023-12,Retail Enthusiast,0.132,0.264,0.196,,,11/23/2023,Inventory clearance,0.1
2023-12,Retail Enthusiast,0.165,0.336,0.237,0.36,Year-End Clearance,11/30/2023,Inventory clearance,"0,1"
2023-12,Workshop / Garage,0,0.055,0.026,,,11/24/2023,,0.1
2023-12,Workshop / Garage,0.05,0.132,0.084,,,11/22/2023,FX hedged; stable pricing,0
2023-12,Workshop / Garage,0.12,0.242,0.193,,,11/27/2023,Quarterly adjustment,0.1
2023-12,Workshop / Garage,0.15,0.308,0.237,0.345,Year-End Clearance,11/30/2023,FX hedged; stable pricing,0.1
2023-12,Dealer / Reseller,0,0.05,0.024,,,11/29/2023,Aligned with supplier rebate,0.1
2023-12,Dealer / Reseller,0.045,0.12,0.081,,,11/30/2023,,0.1
2023-12,Dealer / Reseller,0.108,0.22,0.16,,,11/25/2023,Quarterly adjustment,0.1
2023-12,Dealer / Reseller,0.135,0.28,0.224,0.317,Year-End Clearance,11/25/2023,Aligned with supplier rebate,0.1
2023-12,Motorsport Team,0,0.048,0.022,,,11/27/2023,FX hedged; stable pricing,0.1
2023-12,Motorsport Team,0.043,0.114,0.083,,,11/27/2023,Aligned with supplier rebate,0.1
2023-12,Motorsport Team,0.102,0.209,0.156,,,11/26/2023,FX hedged; stable pricing,0.1
2023-12,Motorsport Team,0.128,0.266,0.203,0.309,Year-End Clearance,11/24/2023,,0.1
2023-12,Distributor / Importer,0,0.045,0.021,,,11/27/2023,Aligned with supplier rebate,0.1
2023-12,Distributor / Importer,0.04,0.108,0.073,,,11/26/2023,Inventory clearance,0.1
2023-12,Distributor / Importer,0.096,0.198,0.154,,,11/29/2023,Aligned with supplier rebate,10.00%
2023-12,Distributor / Importer,0.12,0.252,0.204,0.285,Year-End Clearance,11/22/2023,Inventory clearance,0.1
2024-01,Retail Enthusiast,0,0.06,0.028,,,12/26/2023,,0.1
2024-01,Retail Enthusiast,0.055,0.144,0.091,,,12/30/2023,Quarterly adjustment,0.1
2024-01,Retail Enthusiast,0.132,0.264,0.203,,,12/24/2023,FX hedged; stable pricing,0.1
2024-01,Retail Enthusiast,0.165,0.336,0.239,0.373,New Year Clearance,12/31/2023,Quarterly adjustment,10
2024-01,Workshop / Garage,0,0.055,0.029,,,12/31/2023,Inventory clearance,0.1
2024-01,Workshop / Garage,0.05,0.132,0.088,,,12/23/2023,Inventory clearance,0.1
2024-01,Workshop / Garage,0.12,0.242,0.163,,,12/24/2023,Quarterly adjustment,0.1
2024-01,Workshop / Garage,0.15,0.308,0.208,0.341,New Year Clearance,12/27/2023,Quarterly adjustment,0.1
2024-01,Dealer / Reseller,0,0.05,0.027,,,12/27/2023,Inventory clearance,0.1
2024-01,Dealer / Reseller,0.045,0.12,0.086,,,12/26/2023,Aligned with supplier rebate,0.1
2024-01,Dealer / Reseller,0.108,0.22,0.167,,,12/28/2023,,fifteen
2024-01,Dealer / Reseller,0.135,0.28,0.211,0.302,New Year Clearance,12/29/2023,Quarterly adjustment,0.1
2024-01,Motorsport Team,0,0.048,0.025,,,12/24/2023,,0.1
2024-01,Motorsport Team,0.043,0.114,0.079,,,12/30/2023,Aligned with supplier rebate,0.1
2024-01,Motorsport Team,0.102,0.209,0.149,,,12/27/2023,Quarterly adjustment,0.1
2024-01,Motorsport Team,0.128,0.266,0.194,0.309,New Year Clearance,12/25/2023,,0.1
2024-01,Distributor / Importer,0,0.045,0.022,,,12/27/2023,FX hedged; stable pricing,0.1
2024-01,Distributor / Importer,0.04,0.108,0.068,,,12/28/2023,Quarterly adjustment,0.1
2024-01,Distributor / Importer,0.096,0.198,0.158,,,12/26/2023,Inventory clearance,0.1
2024-01,Distributor / Importer,0.12,0.252,0.194,0.283,New Year Clearance,12/26/2023,FX hedged; stable pricing,0.1
2024-02,Retail Enthusiast,0,0.06,0.029,,,1/30/2024,FX hedged; stable pricing,10.00%
2024-02,Retail Enthusiast,0.055,0.144,0.104,,,1/25/2024,Inventory clearance,0.1
2024-02,Retail Enthusiast,0.132,0.264,0.201,,,1/28/2024,Quarterly adjustment,0.1
2024-02,Retail Enthusiast,0.165,0.336,0.249,,,1/31/2024,Quarterly adjustment,—
2024-02,Workshop / Garage,0,0.055,0.026,,,1/24/2024,Aligned with supplier rebate,10
2024-02,Workshop / Garage,0.05,0.132,0.097,,,1/31/2024,,0.1
2024-02,Workshop / Garage,0.12,0.242,0.195,,,1/29/2024,FX hedged; stable pricing,0.1
2024-02,Workshop / Garage,0.15,0.308,0.228,,,1/29/2024,FX hedged; stable pricing,0.1
2024-02,Dealer / Reseller,0,0.05,0.025,,,1/26/2024,Inventory clearance,10
2024-02,Dealer / Reseller,0.045,0.12,0.089,,,1/29/2024,FX hedged; stable pricing,0.1
2024-02,Dealer / Reseller,0.108,0.22,0.162,,,1/25/2024,Inventory clearance,10.00%
2024-02,Dealer / Reseller,0.135,0.28,0.207,,,1/24/2024,Inventory clearance,0.1
2024-02,Motorsport Team,0,0.048,0.024,,,1/24/2024,FX hedged; stable pricing,0
2024-02,Motorsport Team,0.043,0.114,0.078,,,1/23/2024,Quarterly adjustment,—
2024-02,Motorsport Team,0.102,0.209,0.168,,,1/27/2024,Inventory clearance,10.00%
2024-02,Motorsport Team,0.128,0.266,0.193,,,1/23/2024,Inventory clearance,0.1
2024-02,Distributor / Importer,0,0.045,0.023,,,1/27/2024,,0.1
2024-02,Distributor / Importer,0.04,0.108,0.081,,,1/31/2024,,—
2024-02,Distributor / Importer,0.096,0.198,0.149,,,1/31/2024,FX hedged; stable pricing,0.1
2024-02,Distributor / Importer,0.12,0.252,0.188,,,1/26/2024,FX hedged; stable pricing,0.1
2024-03,Retail Enthusiast,0,0.06,0.031,,,2/29/2024,Quarterly adjustment,0.1
2024-03,Retail Enthusiast,0.055,0.144,0.095,,,2/27/2024,FX hedged; stable pricing,0.1
2024-03,Retail Enthusiast,0.132,0.264,0.203,,,2/22/2024,Aligned with supplier rebate,0.1
2024-03,Retail Enthusiast,0.165,0.336,0.244,,,2/21/2024,,0.1
2024-03,Workshop / Garage,0,0.055,0.03,,,2/28/2024,FX hedged; stable pricing,0.1
2024-03,Workshop / Garage,0.05,0.132,0.092,,,2/28/2024,FX hedged; stable pricing,0.1
2024-03,Workshop / Garage,0.12,0.242,0.165,,,2/22/2024,Inventory clearance,0.1
2024-03,Workshop / Garage,0.15,0.308,0.225,,,2/28/2024,Quarterly adjustment,0.1
2024-03,Dealer / Reseller,0,0.05,0.025,,,2/26/2024,Quarterly adjustment,0.1
2024-03,Dealer / Reseller,0.045,0.12,0.084,,,2/29/2024,Inventory clearance,—
2024-03,Dealer / Reseller,0.108,0.22,0.15,,,2/28/2024,Inventory clearance,0.1
2024-03,Dealer / Reseller,0.135,0.28,0.195,,,2/24/2024,,0.1
2024-03,Motorsport Team,0,0.048,0.026,,,2/24/2024,Aligned with supplier rebate,0.1
2024-03,Motorsport Team,0.043,0.114,0.072,,,2/29/2024,Quarterly adjustment,-5
2024-03,Motorsport Team,0.102,0.209,0.154,,,2/29/2024,Inventory clearance,0.1
2024-03,Motorsport Team,0.128,0.266,0.199,,,2/23/2024,,—
2024-03,Distributor / Importer,0,0.045,0.024,,,2/24/2024,Inventory clearance,0.1
2024-03,Distributor / Importer,0.04,0.108,0.081,,,2/23/2024,Aligned with supplier rebate,"0,1"
2024-03,Distributor / Importer,0.096,0.198,0.146,,,2/22/2024,Inventory clearance,10
2024-03,Distributor / Importer,0.12,0.252,0.183,,,2/28/2024,Inventory clearance,10.00%
2024-04,Retail Enthusiast,0,0.06,0.029,,,3/27/2024,,0.1
2024-04,Retail Enthusiast,0.055,0.144,0.097,,,3/29/2024,Aligned with supplier rebate,0.1
2024-04,Retail Enthusiast,0.132,0.264,0.212,,,3/28/2024,,0.1
2024-04,Retail Enthusiast,0.165,0.336,0.245,,,3/28/2024,FX hedged; stable pricing,0
2024-04,Workshop / Garage,0,0.055,0.026,,,3/31/2024,FX hedged; stable pricing,0.1
2024-04,Workshop / Garage,0.05,0.132,0.093,,,3/27/2024,FX hedged; stable pricing,0.1
2024-04,Workshop / Garage,0.12,0.242,0.196,,,3/31/2024,,0.1
2024-04,Workshop / Garage,0.15,0.308,0.214,,,3/31/2024,Aligned with supplier rebate,0.1
2024-04,Dealer / Reseller,0,0.05,0.026,,,3/29/2024,FX hedged; stable pricing,fifteen
2024-04,Dealer / Reseller,0.045,0.12,0.086,,,3/25/2024,FX hedged; stable pricing,0.1
2024-04,Dealer / Reseller,0.108,0.22,0.151,,,3/23/2024,FX hedged; stable pricing,0.1
2024-04,Dealer / Reseller,0.135,0.28,0.218,,,3/30/2024,FX hedged; stable pricing,0.1
2024-04,Motorsport Team,0,0.048,0.026,,,3/31/2024,Inventory clearance,0.1
2024-04,Motorsport Team,0.043,0.114,0.079,,,3/28/2024,Quarterly adjustment,0.1
2024-04,Motorsport Team,0.102,0.209,0.158,,,3/25/2024,Quarterly adjustment,0.1
2024-04,Motorsport Team,0.128,0.266,0.187,,,3/26/2024,Aligned with supplier rebate,0.1
2024-04,Distributor / Importer,0,0.045,0.023,,,3/26/2024,Inventory clearance,0.1
2024-04,Distributor / Importer,0.04,0.108,0.072,,,3/28/2024,Aligned with supplier rebate,0.1
2024-04,Distributor / Importer,0.096,0.198,0.16,,,3/24/2024,FX hedged; stable pricing,"0,1"
2024-04,Distributor / Importer,0.12,0.252,0.188,,,3/31/2024,,0.1
2024-05,Retail Enthusiast,0,0.06,0.032,,,4/30/2024,FX hedged; stable pricing,120
2024-05,Retail Enthusiast,0.055,0.144,0.099,,,4/28/2024,Quarterly adjustment,0.1
2024-05,Retail Enthusiast,0.132,0.264,0.213,,,4/30/2024,Aligned with supplier rebate,0.1
2024-05,Retail Enthusiast,0.165,0.336,0.275,0.357,Golden Week Promo,4/29/2024,Inventory clearance,10.00%
2024-05,Workshop / Garage,0,0.055,0.028,,,4/22/2024,Inventory clearance,0.1
2024-05,Workshop / Garage,0.05,0.132,0.096,,,4/28/2024,Inventory clearance,0.1
2024-05,Workshop / Garage,0.12,0.242,0.168,,,4/28/2024,Inventory clearance,0.1
2024-05,Workshop / Garage,0.15,0.308,0.227,0.351,Golden Week Promo,4/26/2024,FX hedged; stable pricing,fifteen
2024-05,Dealer / Reseller,0,0.05,0.025,,,4/28/2024,Aligned with supplier rebate,fifteen
2024-05,Dealer / Reseller,0.045,0.12,0.078,,,4/29/2024,Quarterly adjustment,0.1
2024-05,Dealer / Reseller,0.108,0.22,0.148,,,4/23/2024,Inventory clearance,"0,1"
2024-05,Dealer / Reseller,0.135,0.28,0.212,0.298,Golden Week Promo,4/29/2024,FX hedged; stable pricing,0.1
2024-05,Motorsport Team,0,0.048,0.026,,,4/29/2024,Inventory clearance,0.1
2024-05,Motorsport Team,0.043,0.114,0.083,,,4/24/2024,Quarterly adjustment,0.1
2024-05,Motorsport Team,0.102,0.209,0.166,,,4/25/2024,Aligned with supplier rebate,0.1
2024-05,Motorsport Team,0.128,0.266,0.21,0.306,Golden Week Promo,4/25/2024,FX hedged; stable pricing,0.1
2024-05,Distributor / Importer,0,0.045,0.022,,,4/23/2024,Inventory clearance,0.1
2024-05,Distributor / Importer,0.04,0.108,0.076,,,4/23/2024,,0.1
2024-05,Distributor / Importer,0.096,0.198,0.161,,,4/30/2024,Inventory clearance,10
2024-05,Distributor / Importer,0.12,0.252,0.176,0.273,Golden Week Promo,4/23/2024,Quarterly adjustment,fifteen
2024-06,Retail Enthusiast,0,0.06,0.032,,,5/25/2024,Aligned with supplier rebate,0.1
2024-06,Retail Enthusiast,0.055,0.144,0.098,,,5/27/2024,,0.1
2024-06,Retail Enthusiast,0.132,0.264,0.183,,,5/23/2024,,10.00%
2024-06,Retail Enthusiast,0.165,0.336,0.256,,,5/25/2024,Inventory clearance,10
2024-06,Workshop / Garage,0,0.055,0.03,,,5/31/2024,FX hedged; stable pricing,0.1
2024-06,Workshop / Garage,0.05,0.132,0.088,,,5/30/2024,,0.1
2024-06,Workshop / Garage,0.12,0.242,0.164,,,5/26/2024,Inventory clearance,0.1
2024-06,Workshop / Garage,0.15,0.308,0.24,,,5/29/2024,Quarterly adjustment,0.1
2024-06,Dealer / Reseller,0,0.05,0.027,,,5/23/2024,,0.1
2024-06,Dealer / Reseller,0.045,0.12,0.087,,,5/29/2024,Aligned with supplier rebate,0.1
2024-06,Dealer / Reseller,0.108,0.22,0.155,,,5/26/2024,FX hedged; stable pricing,0.1
2024-06,Dealer / Reseller,0.135,0.28,0.187,,,5/24/2024,FX hedged; stable pricing,0.1
2024-06,Motorsport Team,0,0.048,0.025,,,5/31/2024,,0.1
2024-06,Motorsport Team,0.043,0.114,0.071,,,5/24/2024,Aligned with supplier rebate,0.1
2024-06,Motorsport Team,0.102,0.209,0.167,,,5/27/2024,Inventory clearance,10
2024-06,Motorsport Team,0.128,0.266,0.189,,,5/29/2024,FX hedged; stable pricing,0.1
2024-06,Distributor / Importer,0,0.045,0.023,,,5/24/2024,Quarterly adjustment,—
2024-06,Distributor / Importer,0.04,0.108,0.074,,,5/27/2024,Inventory clearance,10
2024-06,Distributor / Importer,0.096,0.198,0.154,,,5/24/2024,FX hedged; stable pricing,10.00%
2024-06,Distributor / Importer,0.12,0.252,0.2,,,5/31/2024,Aligned with supplier rebate,-5
2024-07,Retail Enthusiast,0,0.06,0.03,,,6/27/2024,FX hedged; stable pricing,10.00%
2024-07,Retail Enthusiast,0.055,0.144,0.106,,,6/30/2024,FX hedged; stable pricing,0.1
2024-07,Retail Enthusiast,0.132,0.264,0.203,,,6/30/2024,,0.1
2024-07,Retail Enthusiast,0.165,0.336,0.232,,,6/30/2024,FX hedged; stable pricing,0.1
2024-07,Workshop / Garage,0,0.055,0.027,,,6/27/2024,Quarterly adjustment,0.1
2024-07,Workshop / Garage,0.05,0.132,0.089,,,6/25/2024,Aligned with supplier rebate,0.1
2024-07,Workshop / Garage,0.12,0.242,0.188,,,6/28/2024,,10
2024-07,Workshop / Garage,0.15,0.308,0.21,,,6/26/2024,FX hedged; stable pricing,0.1
2024-07,Dealer / Reseller,0,0.05,0.027,,,6/23/2024,Aligned with supplier rebate,0.1
2024-07,Dealer / Reseller,0.045,0.12,0.08,,,6/27/2024,,0.1
2024-07,Dealer / Reseller,0.108,0.22,0.151,,,6/24/2024,Inventory clearance,0.1
2024-07,Dealer / Reseller,0.135,0.28,0.201,,,6/29/2024,Aligned with supplier rebate,10.00%
2024-07,Motorsport Team,0,0.048,0.025,,,6/30/2024,Quarterly adjustment,0.1
2024-07,Motorsport Team,0.043,0.114,0.083,,,6/22/2024,FX hedged; stable pricing,0.1
2024-07,Motorsport Team,0.102,0.209,0.152,,,6/25/2024,Quarterly adjustment,-5
2024-07,Motorsport Team,0.128,0.266,0.191,,,6/22/2024,,0.1
2024-07,Distributor / Importer,0,0.045,0.021,,,6/29/2024,Quarterly adjustment,0.1
2024-07,Distributor / Importer,0.04,0.108,0.074,,,6/29/2024,Aligned with supplier rebate,10
2024-07,Distributor / Importer,0.096,0.198,0.147,,,6/26/2024,FX hedged; stable pricing,fifteen
2024-07,Distributor / Importer,0.12,0.252,0.185,,,6/23/2024,Aligned with supplier rebate,0.1
2024-08,Retail Enthusiast,0,0.06,0.028,,,7/29/2024,,0.1
2024-08,Retail Enthusiast,0.055,0.144,0.094,,,7/26/2024,Quarterly adjustment,0.1
2024-08,Retail Enthusiast,0.132,0.264,0.201,,,7/30/2024,,0.1
2024-08,Retail Enthusiast,0.165,0.336,0.247,0.354,Summer Tuning Sale,7/26/2024,Aligned with supplier rebate,0.1
2024-08,Workshop / Garage,0,0.055,0.025,,,7/30/2024,,0.1
2024-08,Workshop / Garage,0.05,0.132,0.099,,,7/29/2024,Quarterly adjustment,0.1
2024-08,Workshop / Garage,0.12,0.242,0.163,,,7/27/2024,Quarterly adjustment,0
2024-08,Workshop / Garage,0.15,0.308,0.211,0.342,Summer Tuning Sale,7/23/2024,FX hedged; stable pricing,10.00%
2024-08,Dealer / Reseller,0,0.05,0.023,,,7/27/2024,Quarterly adjustment,—
2024-08,Dealer / Reseller,0.045,0.12,0.089,,,7/24/2024,Quarterly adjustment,0.1
2024-08,Dealer / Reseller,0.108,0.22,0.17,,,7/27/2024,Quarterly adjustment,0.1
2024-08,Dealer / Reseller,0.135,0.28,0.188,0.313,Summer Tuning Sale,7/30/2024,,0.1
2024-08,Motorsport Team,0,0.048,0.025,,,7/30/2024,FX hedged; stable pricing,0.1
2024-08,Motorsport Team,0.043,0.114,0.076,,,7/27/2024,FX hedged; stable pricing,0.1
2024-08,Motorsport Team,0.102,0.209,0.14,,,7/26/2024,Inventory clearance,0.1
2024-08,Motorsport Team,0.128,0.266,0.188,0.283,Summer Tuning Sale,7/30/2024,Aligned with supplier rebate,0.1
2024-08,Distributor / Importer,0,0.045,0.023,,,7/24/2024,Aligned with supplier rebate,0.1
2024-08,Distributor / Importer,0.04,0.108,0.074,,,7/27/2024,,10.00%
2024-08,Distributor / Importer,0.096,0.198,0.16,,,7/27/2024,,0.1
2024-08,Distributor / Importer,0.12,0.252,0.187,0.271,Summer Tuning Sale,7/25/2024,Inventory clearance,0.1
2024-09,Retail Enthusiast,0,0.06,0.029,,,8/31/2024,FX hedged; stable pricing,0.1
2024-09,Retail Enthusiast,0.055,0.144,0.094,,,8/28/2024,Quarterly adjustment,10.00%
2024-09,Retail Enthusiast,0.132,0.264,0.213,,,8/24/2024,,0.1
2024-09,Retail Enthusiast,0.165,0.336,0.251,,,8/25/2024,Quarterly adjustment,0.1
2024-09,Workshop / Garage,0,0.055,0.028,,,8/24/2024,Aligned with supplier rebate,0.1
2024-09,Workshop / Garage,0.05,0.132,0.083,,,8/25/2024,,0.1
2024-09,Workshop / Garage,0.12,0.242,0.183,,,8/30/2024,Inventory clearance,0.1
2024-09,Workshop / Garage,0.15,0.308,0.239,,,8/26/2024,,0.1
2024-09,Dealer / Reseller,0,0.05,0.023,,,8/29/2024,Aligned with supplier rebate,0.1
2024-09,Dealer / Reseller,0.045,0.12,0.087,,,8/25/2024,Quarterly adjustment,0.1
2024-09,Dealer / Reseller,0.108,0.22,0.179,,,8/30/2024,Quarterly adjustment,0.1
2024-09,Dealer / Reseller,0.135,0.28,0.193,,,8/30/2024,FX hedged; stable pricing,"0,1"
2024-09,Motorsport Team,0,0.048,0.022,,,8/23/2024,,0.1
2024-09,Motorsport Team,0.043,0.114,0.075,,,8/25/2024,Aligned with supplier rebate,120
2024-09,Motorsport Team,0.102,0.209,0.158,,,8/29/2024,Inventory clearance,0.1
2024-09,Motorsport Team,0.128,0.266,0.189,,,8/31/2024,Aligned with supplier rebate,0.1
2024-09,Distributor / Importer,0,0.045,0.021,,,8/25/2024,FX hedged; stable pricing,"0,1"
2024-09,Distributor / Importer,0.04,0.108,0.081,,,8/31/2024,Inventory clearance,0.1
2024-09,Distributor / Importer,0.096,0.198,0.16,,,8/28/2024,Aligned with supplier rebate,120
2024-09,Distributor / Importer,0.12,0.252,0.169,,,8/24/2024,Quarterly adjustment,fifteen
2024-10,Retail Enthusiast,0,0.06,0.031,,,9/25/2024,,0.1
2024-10,Retail Enthusiast,0.055,0.144,0.107,,,9/22/2024,Inventory clearance,0.1
2024-10,Retail Enthusiast,0.132,0.264,0.195,,,9/28/2024,Inventory clearance,0.1
2024-10,Retail Enthusiast,0.165,0.336,0.245,,,9/23/2024,Quarterly adjustment,0.1
2024-10,Workshop / Garage,0,0.055,0.028,,,9/28/2024,,0.1
2024-10,Workshop / Garage,0.05,0.132,0.095,,,9/28/2024,FX hedged; stable pricing,0.1
